query_gene,partner_gene,query_uniprot,partner_uniprot,class,U_stratum,original_tuna_prior_pair,prior_train_development_pair,query_training_accession_positive_degree,query_training_accession_sampled_negative_degree,query_training_exact_sequence_positive_degree,query_training_exact_sequence_sampled_negative_degree,query_validation_accession_positive_degree,query_validation_accession_sampled_negative_degree,query_validation_exact_sequence_positive_degree,query_validation_exact_sequence_sampled_negative_degree,partner_training_accession_positive_degree,partner_training_accession_sampled_negative_degree,partner_training_exact_sequence_positive_degree,partner_training_exact_sequence_sampled_negative_degree,partner_validation_accession_positive_degree,partner_validation_accession_sampled_negative_degree,partner_validation_exact_sequence_positive_degree,partner_validation_exact_sequence_sampled_negative_degree,partner_training_seen,partner_positive_degree,partner_positive_degree_fraction
CTNNB1,PRODH,P35222,O43272,U,background,False,False,289,274,289,274,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0.5
CTNNB1,LRP12,P35222,Q9Y561,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,19,16,19,16,0,0,0.5
CTNNB1,POLK,P35222,Q9UBT6,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,12,10,12,10,0,0,0.5
CTNNB1,TRIM28,P35222,Q13263,U,background,True,False,289,274,289,274,0,0,0,0,337,269,337,269,0,0,0,0,1,337,0.555921052631579
CTNNB1,GALNT4,P35222,Q8N4A0,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,URI1,P35222,O94763,U,background,False,False,289,274,289,274,0,0,0,0,51,49,51,49,0,0,0,0,1,51,0.5098039215686274
CTNNB1,WAC,P35222,Q9BTA9,U,background,True,False,289,274,289,274,0,0,0,0,24,28,24,28,0,0,0,0,1,24,0.46296296296296297
CTNNB1,CSAD,P35222,Q9Y600,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF560,P35222,Q96MR9,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,EPB41L4B,P35222,Q9H329,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,12,11,12,11,0,0,0.5
CTNNB1,LTV1,P35222,Q96GA3,U,background,False,False,289,274,289,274,0,0,0,0,44,54,44,54,0,0,0,0,1,44,0.45
CTNNB1,PLCG2,P35222,P16885,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PMEL,P35222,P40967,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,9,10,9,10,0,0,0.5
CTNNB1,PGD,P35222,P52209,U,background,False,False,289,274,289,274,0,0,0,0,35,42,35,42,0,0,0,0,1,35,0.45569620253164556
CTNNB1,ALPK3,P35222,Q96L96,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,LCA5L,P35222,O95447,U,background,False,False,289,274,289,274,0,0,0,0,13,13,13,13,0,0,0,0,1,13,0.5
CTNNB1,DDC,P35222,P20711,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,FGD5,P35222,Q6ZNL6,U,background,True,False,289,274,289,274,0,0,0,0,51,74,51,74,0,0,0,0,1,51,0.4094488188976378
CTNNB1,TRIM72,P35222,Q6ZMU5,U,background,False,False,289,274,289,274,0,0,0,0,11,11,11,11,0,0,0,0,1,11,0.5
CTNNB1,MCMDC2,P35222,Q4G0Z9,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,KIRREL3,P35222,Q8IZU9,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,CPSF3,P35222,Q9UKF6,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,13,16,13,16,0,0,0.5
CTNNB1,IRX1,P35222,P78414,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5
CTNNB1,SHE,P35222,Q5VZ18,U,background,False,False,289,274,289,274,0,0,0,0,3,2,3,2,0,0,0,0,1,3,0.5714285714285714
CTNNB1,ARHGEF2,P35222,Q92974,U,background,True,False,289,274,289,274,0,0,0,0,57,66,57,66,0,0,0,0,1,57,0.464
CTNNB1,MATN1,P35222,P21941,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,5,12,5,12,0,0,0.5
CTNNB1,CPT1A,P35222,P50416,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NKD1,P35222,Q969G9,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0.5
CTNNB1,ERC2,P35222,O15083,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,OSR2,P35222,Q8N2R0,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RIOX1,P35222,Q9H6W3,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF528,P35222,Q3MIS6,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF768,P35222,Q9H5H4,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,HIPK1,P35222,Q86Z02,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GCM2,P35222,O75603,U,context,False,False,289,274,289,274,0,0,0,0,7,6,7,6,0,0,0,0,1,7,0.5333333333333333
CTNNB1,UCHL5,P35222,Q9Y5K5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RNASEH2B,P35222,Q5TBB1,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,10,7,10,7,0,0,0.5
CTNNB1,PAX7,P35222,P23759,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,15,14,15,14,0,0,0.5
CTNNB1,SART1,P35222,O43290,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RAVER1,P35222,Q8IY67,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ANAPC5,P35222,Q9UJX4,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,XPO4,P35222,Q9C0E2,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF565,P35222,Q8N9K5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,POU5F2,P35222,Q8N7G0,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF554,P35222,Q86TJ5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NFKBIB,P35222,Q15653,U,context,False,False,289,274,289,274,0,0,0,0,40,40,40,40,0,0,0,0,1,40,0.5
CTNNB1,FOXR2,P35222,Q6PJQ5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,HEY2,P35222,Q9UBP5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,AEBP2,P35222,Q6ZN18,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NMD3,P35222,Q96D46,U,context,False,False,289,274,289,274,0,0,0,0,26,26,26,26,0,0,0,0,1,26,0.5
CTNNB1,DDX11L8,P35222,A8MPP1,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NCL,P35222,P19338,U,context,True,False,289,274,289,274,0,0,0,0,191,173,191,173,0,0,0,0,1,191,0.5245901639344263
CTNNB1,ZNF33A,P35222,Q06730,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,MMP2,P35222,P08253,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PHF7,P35222,Q9BWX1,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,SRBD1,P35222,Q8N5C6,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,20,27,20,27,0,0,0.5
CTNNB1,LPP,P35222,Q93052,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF282,P35222,Q9UDV7,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,MSL2,P35222,Q9HCI7,U,context,False,False,289,274,289,274,0,0,0,0,5,8,5,8,0,0,0,0,1,5,0.4
CTNNB1,INVS,P35222,Q9Y283,U,context,False,False,289,274,289,274,0,0,0,0,4,3,4,3,0,0,0,0,1,4,0.5555555555555556
CTNNB1,PIWIL4,P35222,Q7Z3Z4,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ORC1,P35222,Q13415,U,context,False,False,289,274,289,274,0,0,0,0,30,25,30,25,0,0,0,0,1,30,0.543859649122807
CTNNB1,FIRRM,P35222,Q9NSG2,U,context,False,False,289,274,289,274,0,0,0,0,4,2,4,2,0,0,0,0,1,4,0.625
CTNNB1,ZNF16,P35222,P17020,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RBM12,P35222,Q9NTZ6,U,context,False,False,289,274,289,274,0,0,0,0,25,16,25,16,0,0,0,0,1,25,0.6046511627906976
CTNNB1,PTOV1,P35222,Q86YD1,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TRAF4,P35222,Q9BUZ4,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,BACH2,P35222,Q9BYV9,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GTF2A1L,P35222,Q9UNN4,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0.5
CTNNB1,TRAPPC12,P35222,Q8WVT3,U,context,False,False,289,274,289,274,0,0,0,0,6,8,6,8,0,0,0,0,1,6,0.4375
CTNNB1,MEFV,P35222,O15553,U,context,False,False,289,274,289,274,0,0,0,0,7,4,7,4,0,0,0,0,1,7,0.6153846153846154
CTNNB1,UBXN7,P35222,O94888,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,21,28,21,28,0,0,0.5
CTNNB1,ZNF786,P35222,Q8N393,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,FAF1,P35222,Q9UNN5,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,56,55,56,55,0,0,0.5
CTNNB1,AHR,P35222,P35869,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZNF280D,P35222,Q6N043,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ZBED1,P35222,O96006,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PIAS3,P35222,Q9Y6X2,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,UBQLN2,P35222,Q9UHD9,U,context,False,False,289,274,289,274,0,0,0,0,0,0,0,0,149,161,149,161,0,0,0.5
CTNNB1,ZNF777,P35222,Q9ULD5,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RPS6KA3,P35222,P51812,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ADAM7,P35222,Q9H2U9,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,7,2,7,0,0,0.5
CTNNB1,TLR9,P35222,Q9NR96,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,12,9,12,9,0,0,0.5
CTNNB1,TMPRSS7,P35222,Q7RTY8,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,SEPTIN11,P35222,Q9NVA2,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NLK,P35222,Q9UBE8,U,background,True,False,289,274,289,274,0,0,0,0,19,23,19,23,0,0,0,0,1,19,0.45454545454545453
CTNNB1,SIRAL1,P35222,Q9BPY3,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,RBFOX1,P35222,Q9NWB1,U,background,False,False,289,274,289,274,0,0,0,0,29,18,29,18,0,0,0,0,1,29,0.6122448979591837
CTNNB1,IDS,P35222,P22304,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,34,36,34,36,0,0,0.5
CTNNB1,GALNT6,P35222,Q8NCL4,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,LIPK,P35222,Q5VXJ0,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PHTF2,P35222,Q8N3S3,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TRIM16L,P35222,Q309B1,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,C7,P35222,P10643,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.5
CTNNB1,MPP4,P35222,Q96JB8,U,background,False,False,289,274,289,274,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.6666666666666666
CTNNB1,FHOD1,P35222,Q9Y613,U,background,False,False,289,274,289,274,0,0,0,0,16,30,16,30,0,0,0,0,1,16,0.3541666666666667
CTNNB1,SLC22A4,P35222,Q9H015,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NR1H4,P35222,Q96RI1,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0.5
CTNNB1,CDC123,P35222,O75794,U,background,False,False,289,274,289,274,0,0,0,0,13,19,13,19,0,0,0,0,1,13,0.4117647058823529
CTNNB1,FAM131A,P35222,Q6UXB0,U,background,False,False,289,274,289,274,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0.75
CTNNB1,AGT,P35222,P01019,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,11,11,11,11,0,0,0.5
CTNNB1,ATXN10,P35222,Q9UBB4,U,background,False,False,289,274,289,274,0,0,0,0,39,30,39,30,0,0,0,0,1,39,0.5633802816901409
CTNNB1,ADRM1,P35222,Q16186,U,background,False,False,289,274,289,274,0,0,0,0,49,46,49,46,0,0,0,0,1,49,0.5154639175257731
CTNNB1,SGSM2,P35222,O43147,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0.5
CTNNB1,CNOT11,P35222,Q9UKZ1,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ARMCX3,P35222,Q9UH62,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,POMGNT2,P35222,Q8NAT1,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TTC6,P35222,Q86TZ1,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,EFL1,P35222,Q7Z2Z2,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,SIGLEC5,P35222,O15389,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,8,9,8,9,0,0,0.5
CTNNB1,ENTR1,P35222,Q96C92,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ABCB6,P35222,Q9NP58,U,background,False,False,289,274,289,274,0,0,0,0,20,15,20,15,0,0,0,0,1,20,0.5675675675675675
CTNNB1,TXNIP,P35222,Q9H3M7,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TACR2,P35222,P21452,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TMEM43,P35222,Q9BTV4,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,32,22,32,22,0,0,0.5
CTNNB1,ATG16L2,P35222,Q8NAA4,U,background,False,False,289,274,289,274,0,0,0,0,4,9,4,9,0,0,0,0,1,4,0.3333333333333333
CTNNB1,PTCHD4,P35222,Q6ZW05,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,CDC25B,P35222,P30305,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,17,13,17,13,0,0,0.5
CTNNB1,ABTB1,P35222,Q969K4,U,background,False,False,289,274,289,274,0,0,0,0,5,4,5,4,0,0,0,0,1,5,0.5454545454545454
CTNNB1,USP17L6P,P35222,Q6QN14,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GPR137B,P35222,O60478,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,SLC7A8,P35222,Q9UHI5,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,BICD2,P35222,Q8TD16,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PHACTR1,P35222,Q9C0D0,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0.5
CTNNB1,SRGAP1,P35222,Q7Z6B7,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,FOXL1,P35222,Q12952,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GTPBP1,P35222,O00178,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,DGCR8,P35222,Q8WYQ5,U,background,False,False,289,274,289,274,0,0,0,0,73,68,73,68,0,0,0,0,1,73,0.5174825174825175
CTNNB1,HCAR1,P35222,Q9BXC0,U,background,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,MASP2,P35222,O00187,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PLOD3,P35222,O60568,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,35,49,35,49,0,0,0.5
CTNNB1,ANGPTL1,P35222,O95841,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,C1R,P35222,P00736,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0.5
CTNNB1,PLG,P35222,P00747,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,FGA,P35222,P02671,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,19,24,19,24,0,0,0.5
CTNNB1,PROC,P35222,P04070,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,9,14,9,14,0,0,0.5
CTNNB1,CHGB,P35222,P05060,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,10,8,10,8,0,0,0.5
CTNNB1,SERPING1,P35222,P05155,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,21,29,21,29,0,0,0.5
CTNNB1,CFI,P35222,P05156,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0.5
CTNNB1,PCCA,P35222,P05165,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,30,23,30,23,0,0,0,0,1,30,0.5636363636363636
CTNNB1,C2,P35222,P06681,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PSAP,P35222,P07602,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,18,19,18,19,0,0,0.5
CTNNB1,LIPC,P35222,P11150,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,CETP,P35222,P11597,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,2,3,2,3,0,0,0,0,1,2,0.42857142857142855
CTNNB1,PDIA4,P35222,P13667,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,HSP90B1,P35222,P14625,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,77,74,77,74,0,0,0.5
CTNNB1,CEL,P35222,P19835,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0.5
CTNNB1,ME2,P35222,P23368,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GLUD2,P35222,P49448,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,COMP,P35222,P49747,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PNLIPRP1,P35222,P54315,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ALDH18A1,P35222,P54886,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,GPLD1,P35222,P80108,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0.5
CTNNB1,LGALS3BP,P35222,Q08380,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PMPCA,P35222,Q10713,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,94,73,94,73,0,0,0.5
CTNNB1,TRAP1,P35222,Q12931,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,86,67,86,67,0,0,0.5
CTNNB1,PLA2G7,P35222,Q13093,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
CTNNB1,OS9,P35222,Q13438,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,26,33,26,33,0,0,0,0,1,26,0.4426229508196721
CTNNB1,HABP2,P35222,Q14520,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,6,2,6,0,0,0.5
CTNNB1,POSTN,P35222,Q15063,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,TGFBI,P35222,Q15582,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PRSS53,P35222,Q2L4Q9,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ACSM3,P35222,Q53FZ2,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.5
CTNNB1,PRSS36,P35222,Q5K4E3,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,PDE12,P35222,Q6L8Q7,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,25,20,25,20,0,0,0.5
CTNNB1,CHADL,P35222,Q6NUI6,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ADAMTSL5,P35222,Q6ZMM2,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0.5
CTNNB1,FOXRED2,P35222,Q8IWF2,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,19,25,19,25,0,0,0.5
CTNNB1,SULF2,P35222,Q8IWU5,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,DNAJC10,P35222,Q8IXB1,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,BMPER,P35222,Q8N8U9,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,2,4,2,4,0,0,0.5
CTNNB1,COLGALT1,P35222,Q8NBJ5,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,NDNF,P35222,Q8TB73,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5
CTNNB1,MCCC1,P35222,Q96RQ3,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,49,46,49,46,0,0,0,0,1,49,0.5154639175257731
CTNNB1,TWNK,P35222,Q96RR1,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,34,28,34,28,0,0,0,0,1,34,0.546875
CTNNB1,EDEM2,P35222,Q9BV94,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,ACSS3,P35222,Q9H6R3,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
CTNNB1,ACSS1,P35222,Q9NUB1,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0.5
CTNNB1,C1RL,P35222,Q9NZP8,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,A2ML1,P35222,A8K2U0,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,23,22,23,22,0,0,0.5
CTNNB1,NCAN,P35222,O14594,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0.5
CTNNB1,PTCD1,P35222,O75127,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,38,23,38,23,0,0,0,0,1,38,0.6190476190476191
CTNNB1,CILP,P35222,O75339,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
CTNNB1,SLIT2,P35222,O94813,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CTNNB1,CP,P35222,P00450,U,low_plausibility,False,False,289,274,289,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
