query_gene,partner_gene,query_uniprot,partner_uniprot,class,panel_row,training_accession_labels,training_exact_sequence_labels,validation_accession_labels,validation_exact_sequence_labels
KEAP1,CEP68,Q14145,Q76N32,U,115,,,,
KEAP1,TCF25,Q14145,Q9BQ70,U,116,,,,
KEAP1,SAMD4B,Q14145,Q5PRF9,U,117,,,,
KEAP1,SYMPK,Q14145,Q92797,U,118,,,,
KEAP1,ACTR5,Q14145,Q9H9F9,U,119,,,,
KEAP1,CELF2,Q14145,O95319,U,120,,,,
KEAP1,RCC1,Q14145,P18754,U,121,,,,
KEAP1,FBXL7,Q14145,Q9UJT9,U,122,,,,
KEAP1,BCAR3,Q14145,O75815,U,123,,,,
KEAP1,PTPN12,Q14145,Q05209,U,124,,,,
KEAP1,TRAPPC9,Q14145,Q96Q05,U,125,,,,
KEAP1,MALT1,Q14145,Q9UDY8,U,126,,,,
KEAP1,MAST3,Q14145,O60307,U,127,,,,
KEAP1,FGD3,Q14145,Q5JSP0,U,128,,,,
KEAP1,DAZAP1,Q14145,Q96EP5,U,129,,,,
KEAP1,AURKA,Q14145,O14965,U,130,,,,
KEAP1,TNPO2,Q14145,O14787,U,131,,,,
KEAP1,BPIFB4,Q14145,P59827,U,132,,,,
KEAP1,MECOM,Q14145,Q03112,U,133,,,,
KEAP1,BRIP1,Q14145,Q9BX63,U,134,,,,
KEAP1,IFT122,Q14145,Q9HBG6,U,135,,,,
KEAP1,UBXN11,Q14145,Q5T124,U,136,,,,
KEAP1,CEP83,Q14145,Q9Y592,U,137,,,,
KEAP1,EPX,Q14145,P11678,U,138,,,,
KEAP1,SRRT,Q14145,Q9BXP5,U,139,,,,
KEAP1,KSR2,Q14145,Q6VAB6,U,140,,,,
KEAP1,PICK1,Q14145,Q9NRD5,U,141,,,,
KEAP1,FANCI,Q14145,Q9NVI1,U,142,,,,
KEAP1,CPAP,Q14145,Q9HC77,U,143,,,,
KEAP1,NACC1,Q14145,Q96RE7,U,144,,,,
KEAP1,SPECC1L,Q14145,Q69YQ0,U,145,,,,
KEAP1,LMLN,Q14145,Q96KR4,U,146,,,,
KEAP1,CDKL5,Q14145,O76039,U,147,,,,
KEAP1,PTK2,Q14145,Q05397,U,148,,,,
KEAP1,TUBG2,Q14145,Q9NRH3,U,149,,,,
KEAP1,TBC1D13,Q14145,Q9NVG8,U,150,,,,
KEAP1,MKRN2,Q14145,Q9H000,U,151,,,,
KEAP1,DHX58,Q14145,Q96C10,U,152,,,,
KEAP1,PIK3C3,Q14145,Q8NEB9,U,153,,,,
KEAP1,PADI2,Q14145,Q9Y2J8,U,154,,,,
KEAP1,PCOLCE,Q14145,Q15113,U,155,,,,
KEAP1,ME1,Q14145,P48163,U,156,,,,
KEAP1,PRDM1,Q14145,O75626,U,157,,,,
KEAP1,SLC39A8,Q14145,Q9C0K1,U,158,,,,
KEAP1,PASD1,Q14145,Q8IV76,U,159,,,,
KEAP1,PTPRJ,Q14145,Q12913,U,160,,,,
KEAP1,HHLA2,Q14145,Q9UM44,U,161,,,,
KEAP1,DRD5,Q14145,P21918,U,162,,,,
KEAP1,ATP5F1A,Q14145,P25705,U,163,,,,
KEAP1,COL23A1,Q14145,Q86Y22,U,164,,,,
KEAP1,AP3M2,Q14145,P53677,U,165,,,,
KEAP1,DIAPH3,Q14145,Q9NSV4,U,166,,,,
KEAP1,KCNAB3,Q14145,O43448,U,167,,,,
KEAP1,HRH4,Q14145,Q9H3N8,U,168,,,,
KEAP1,FLRT1,Q14145,Q9NZU1,U,169,,,,
KEAP1,PAFAH1B1,Q14145,P43034,U,170,,,,
KEAP1,FYB1,Q14145,O15117,U,171,,,,
KEAP1,NFATC3,Q14145,Q12968,U,172,,,,
KEAP1,KIAA1958,Q14145,Q8N8K9,U,173,,,,
KEAP1,GIT1,Q14145,Q9Y2X7,U,174,,,,
KEAP1,ZDHHC17,Q14145,Q8IUH5,U,175,,,,
KEAP1,GPRASP2,Q14145,Q96D09,U,176,,,,
KEAP1,TSGA10,Q14145,Q9BZW7,U,177,,,,
KEAP1,SOWAHB,Q14145,A6NEL2,U,178,,,,
KEAP1,CSGALNACT2,Q14145,Q8N6G5,U,179,,,,
KEAP1,KRT84,Q14145,Q9NSB2,U,180,,,,
KEAP1,DCP1A,Q14145,Q9NPI6,U,181,,,,
KEAP1,ADRA2C,Q14145,P18825,U,182,,,,
KEAP1,PCDHGA4,Q14145,Q9Y5G9,U,183,,,,
KEAP1,CSPG5,Q14145,O95196,U,184,,,,
KEAP1,RAP1GAP,Q14145,P47736,U,185,,,,
KEAP1,CD96,Q14145,P40200,U,186,,,,
KEAP1,LUC7L2,Q14145,Q9Y383,U,187,,,,
KEAP1,GJA8,Q14145,P48165,U,188,,,,
KEAP1,TFRC,Q14145,P02786,U,189,,,,
KEAP1,NSD2,Q14145,O96028,U,190,,,,
KEAP1,EDC4,Q14145,Q6P2E9,U,191,,,,
KEAP1,USP6,Q14145,P35125,U,192,,,,
KEAP1,PALM3,Q14145,A6NDB9,U,193,,,,
KEAP1,DGKK,Q14145,Q5KSL6,U,194,,,,
KEAP1,MCF2,Q14145,P10911,U,195,,,,
KEAP1,SLC12A9,Q14145,Q9BXP2,U,196,,,,
KEAP1,WNT10A,Q14145,Q9GZT5,U,197,,,,
KEAP1,MAN1A2,Q14145,O60476,U,198,,,,
KEAP1,TARS3,Q14145,A2RTX5,U,199,,,,
KEAP1,ANGPT1,Q14145,Q15389,U,200,,,,
KEAP1,SIN3A,Q14145,Q96ST3,U,201,,,,
KEAP1,CEP78,Q14145,Q5JTW2,U,202,,,,
KEAP1,C2orf81,Q14145,A6NN90,U,203,,,,
KEAP1,HLCS,Q14145,P50747,U,204,,,,
KEAP1,ENKUR,Q14145,Q8TC29,U,205,,,,
KEAP1,TAX1BP1,Q14145,Q86VP1,U,206,,,,
KEAP1,MTMR2,Q14145,Q13614,U,207,,,,
KEAP1,PARD6B,Q14145,Q9BYG5,U,208,,,,
KEAP1,EPHX2,Q14145,P34913,U,209,,,,
KEAP1,DDX6,Q14145,P26196,U,210,,,,
KEAP1,CRTC2,Q14145,Q53ET0,U,211,,,,
KEAP1,PRSS37,Q14145,A4D1T9,U,212,,,,
KEAP1,IER5,Q14145,Q5VY09,U,213,,,,
KEAP1,HNRNPK,Q14145,P61978,U,214,,,,
KEAP1,NDOR1,Q14145,Q9UHB4,U,215,,,,
KEAP1,CRNN,Q14145,Q9UBG3,U,216,,,,
KEAP1,IKZF3,Q14145,Q9UKT9,U,217,,,,
KEAP1,RBM38,Q14145,Q9H0Z9,U,218,,,,
KEAP1,NFKBIE,Q14145,O00221,U,219,,,,
KEAP1,ATP6V1E1,Q14145,P36543,U,220,,,,
KEAP1,SERPINB13,Q14145,Q9UIV8,U,221,,,,
KEAP1,CFAP184,Q14145,Q2M329,U,222,,,,
KEAP1,MAP2K6,Q14145,P52564,U,223,,,,
KEAP1,FNBP1,Q14145,Q96RU3,U,224,,,,
KEAP1,RSPH9,Q14145,Q9H1X1,U,225,,,,
KEAP1,LYPLA2,Q14145,O95372,U,226,,,,
KEAP1,SEC14L1,Q14145,Q92503,U,227,,,,
KEAP1,AKAP10,Q14145,O43572,U,228,,,,
KEAP1,RPS6KA3,Q14145,P51812,U,229,,,,
KEAP1,DVL2,Q14145,O14641,U,230,,,,
KEAP1,AHRR,Q14145,A9YTQ3,U,231,,,,
KEAP1,ADK,Q14145,P55263,U,232,,,,
KEAP1,KHDC4,Q14145,Q7Z7F0,U,233,,,,
KEAP1,MAB21L2,Q14145,Q9Y586,U,234,,,,
KEAP1,TP53RK,Q14145,Q96S44,U,235,,,,
KEAP1,DUSP9,Q14145,Q99956,U,236,,,,
KEAP1,KIFC2,Q14145,Q96AC6,U,237,,,,
KEAP1,CELF1,Q14145,Q92879,U,238,,,,
KEAP1,BKGD,Q14145,Q9H0W9,U,239,,,,
KEAP1,PYCR2,Q14145,Q96C36,U,240,,,,
KEAP1,GSTT2,Q14145,P0CG29,U,241,,,,
KEAP1,PABPN1L,Q14145,A6NDY0,U,242,,,,
KEAP1,NCK2,Q14145,O43639,U,243,,,,
KEAP1,GTPBP1,Q14145,O00178,U,244,,,,
KEAP1,RSPH3,Q14145,Q86UC2,U,245,,,,
KEAP1,MISP,Q14145,Q8IVT2,U,246,,,,
KEAP1,FXR2,Q14145,P51116,U,247,,,,
KEAP1,PRMT9,Q14145,Q6P2P2,U,248,,,,
KEAP1,GCK,Q14145,P35557,U,249,,,,
KEAP1,MARK2,Q14145,Q7KZI7,U,250,,,,
KEAP1,NCBP3,Q14145,Q53F19,U,251,,,,
KEAP1,ARHGEF25,Q14145,Q86VW2,U,252,,,,
KEAP1,NHERF4,Q14145,Q86UT5,U,253,,,,
KEAP1,KIAA0930,Q14145,Q6ICG6,U,254,,,,
KEAP1,CHDH,Q14145,Q8NE62,U,255,,,,
KEAP1,IGF2BP3,Q14145,O00425,U,256,,,,
KEAP1,RAB3IL1,Q14145,Q8TBN0,U,257,,,,
KEAP1,GTF2A1L,Q14145,Q9UNN4,U,258,,,,
KEAP1,G3BP1,Q14145,Q13283,U,259,,,,
KEAP1,CORO6,Q14145,Q6QEF8,U,260,,,,
KEAP1,RPIA,Q14145,P49247,U,261,,,,
KEAP1,ALX1,Q14145,Q15699,U,262,,,,
KEAP1,GPR107,Q14145,Q5VW38,U,263,,,,
KEAP1,ERP29,Q14145,P30040,U,264,,,,
KEAP1,TMOD2,Q14145,Q9NZR1,U,265,,,,
KEAP1,IFI16,Q14145,Q16666,U,266,,,,
KEAP1,HOXB2,Q14145,P14652,U,267,,,,
KEAP1,TEAD4,Q14145,Q15561,U,268,,,,
KEAP1,ZNF774,Q14145,Q6NX45,U,269,,,,
KEAP1,ADAM8,Q14145,P78325,U,270,,,,
KEAP1,KNSTRN,Q14145,Q9Y448,U,271,,,,
KEAP1,GFPT2,Q14145,O94808,U,272,,,,
KEAP1,WDR5B,Q14145,Q86VZ2,U,273,,,,
KEAP1,BMP3,Q14145,P12645,U,274,,,,
KEAP1,KLK8,Q14145,O60259,U,275,,,,
KEAP1,SP140L,Q14145,Q9H930,U,276,,,,
KEAP1,LRPAP1,Q14145,P30533,U,277,,,,
KEAP1,RAB20,Q14145,Q9NX57,U,278,,,,
KEAP1,OSTM1,Q14145,Q86WC4,U,279,,,,
KEAP1,ASB17,Q14145,Q8WXJ9,U,280,,,,
KEAP1,MYBPH,Q14145,Q13203,U,281,,,,
KEAP1,MPG,Q14145,P29372,U,282,,,,
KEAP1,GPATCH11,Q14145,Q8N954,U,283,,,,
KEAP1,CYP4V2,Q14145,Q6ZWL3,U,284,,,,
KEAP1,ISL1,Q14145,P61371,U,285,,,,
KEAP1,NEUROD1,Q14145,Q13562,U,286,,,,
KEAP1,PAQR5,Q14145,Q9NXK6,U,287,,,,
KEAP1,LIX1L,Q14145,Q8IVB5,U,288,,,,
KEAP1,DHCR7,Q14145,Q9UBM7,U,289,,,,
KEAP1,AHSG,Q14145,P02765,U,290,,,,
KEAP1,EFR3A,Q14145,Q14156,U,291,,,,
KEAP1,MAP7,Q14145,Q14244,U,292,,,,
KEAP1,SGSM3,Q14145,Q96HU1,U,293,,,,
KEAP1,GLYATL3,Q14145,Q5SZD4,U,294,,,,
KEAP1,HIC2,Q14145,Q96JB3,U,295,,,,
KEAP1,PYGL,Q14145,P06737,U,296,,,,
KEAP1,EEF1A2,Q14145,Q05639,U,297,,,,
KEAP1,MRS2,Q14145,Q9HD23,U,298,,,,
KEAP1,OGFRL1,Q14145,Q5TC84,U,299,,,,
KEAP1,VCP,Q14145,P55072,U,300,,,,
KEAP1,DNAJC14,Q14145,Q6Y2X3,U,301,,,,
KEAP1,TOM1,Q14145,O60784,U,302,,,,
KEAP1,INO80E,Q14145,Q8NBZ0,U,303,,,,
BRCA1,BARD1,P38398,Q99728,P,1,,,,
BRCA1,PALB2,P38398,Q86YC2,P,2,,,,
BRCA1,BRIP1,P38398,Q9BX63,P,3,,,,
BRCA1,DCLK3,P38398,Q9C098,U,4,,,,
BRCA1,RAP1GDS1,P38398,P52306,U,5,,,,
BRCA1,IKZF4,P38398,Q9H2S9,U,6,,,,
BRCA1,ZNF639,P38398,Q9UID6,U,7,,,,
BRCA1,DEPDC1,P38398,Q5TB30,U,8,,,,
BRCA1,IRF9,P38398,Q00978,U,9,,,,
BRCA1,HASPIN,P38398,Q8TF76,U,10,,,,
BRCA1,TOP1,P38398,P11387,U,11,,,,
BRCA1,STAT5B,P38398,P51692,U,12,,,,
BRCA1,FBXW7,P38398,Q969H0,U,13,,,,
BRCA1,INTS12,P38398,Q96CB8,U,14,,,,
BRCA1,DDX56,P38398,Q9NY93,U,15,,,,
BRCA1,SFMBT1,P38398,Q9UHJ3,U,16,,,,
BRCA1,ARRB1,P38398,P49407,U,17,,,,
BRCA1,GTF3C5,P38398,Q9Y5Q8,U,18,,,,
BRCA1,ACSS2,P38398,Q9NR19,U,19,,,,
BRCA1,BCL9L,P38398,Q86UU0,U,20,,,,
BRCA1,SAXO6,P38398,Q8TC05,U,21,,,,
BRCA1,ZNF382,P38398,Q96SR6,U,22,,,,
BRCA1,MED23,P38398,Q9ULK4,U,23,,,,
BRCA1,ZIC5,P38398,Q96T25,U,24,,,,
BRCA1,BAHD1,P38398,Q8TBE0,U,25,,,,
BRCA1,MAK,P38398,P20794,U,26,,,,
BRCA1,FOXI3,P38398,A8MTJ6,U,27,,,,
BRCA1,PHC3,P38398,Q8NDX5,U,28,,,,
BRCA1,ZNF385D,P38398,Q9H6B1,U,29,,,,
BRCA1,PHF8,P38398,Q9UPP1,U,30,,,,
BRCA1,NUAK1,P38398,O60285,U,31,,,,
BRCA1,ADAR,P38398,P55265,U,32,,,,
BRCA1,ZNF18,P38398,P17022,U,33,,,,
BRCA1,CSTF1,P38398,Q05048,U,34,,,,
BRCA1,DOT1L,P38398,Q8TEK3,U,35,,,,
BRCA1,LRR1,P38398,Q96L50,U,36,,,,
BRCA1,ZNF687,P38398,Q8N1G0,U,37,,,,
BRCA1,WTIP,P38398,A6NIX2,U,38,,,,
BRCA1,MX2,P38398,P20592,U,39,,,,
BRCA1,HSF1,P38398,Q00613,U,40,,,,
BRCA1,ZNF222,P38398,Q9UK12,U,41,,,,
BRCA1,THOC1,P38398,Q96FV9,U,42,,,,
BRCA1,FBXO38,P38398,Q6PIJ6,U,43,,,,
BRCA1,INPPL1,P38398,O15357,U,44,,,,
BRCA1,DTL,P38398,Q9NZJ0,U,45,,,,
BRCA1,CDK11A,P38398,Q9UQ88,U,46,,,,
BRCA1,GCM2,P38398,O75603,U,47,,,,
BRCA1,MYBL1,P38398,P10243,U,48,,,,
BRCA1,USP25,P38398,Q9UHP3,U,49,,,,
BRCA1,USP8,P38398,P40818,U,50,,,,
BRCA1,LHX5,P38398,Q9H2C1,U,51,,,,
BRCA1,POLD3,P38398,Q15054,U,52,,,,
BRCA1,BRF2,P38398,Q9HAW0,U,53,,,,
BRCA1,AHI1,P38398,Q8N157,U,54,,,,
BRCA1,SEMA5B,P38398,Q9P283,U,55,,,,
BRCA1,PRIM2,P38398,P49643,U,56,,,,
BRCA1,PIPOX,P38398,Q9P0Z9,U,57,,,,
BRCA1,SREBF2,P38398,Q12772,U,58,,,,
BRCA1,ERICH6,P38398,Q7L0X2,U,59,,,,
BRCA1,ANKMY2,P38398,Q8IV38,U,60,,,,
BRCA1,WDR72,P38398,Q3MJ13,U,61,,,,
BRCA1,PDZK1,P38398,Q5T2W1,U,62,,,,
BRCA1,UNC45A,P38398,Q9H3U1,U,63,,,,
BRCA1,NLRX1,P38398,Q86UT6,U,64,,,,
BRCA1,SLC5A9,P38398,Q2M3M2,U,65,,,,
BRCA1,PPP2R2D,P38398,Q66LE6,U,66,,,,
BRCA1,TAPT1,P38398,Q6NXT6,U,67,,,,
BRCA1,PNMA6E,P38398,A0A0J9YXQ4,U,68,,,,
BRCA1,KLKB1,P38398,P03952,U,69,,,,
BRCA1,BACE2,P38398,Q9Y5Z0,U,70,,,,
BRCA1,PIBF1,P38398,Q8WXW3,U,71,,,,
BRCA1,GATA2,P38398,P23769,U,72,,,,
BRCA1,MTR,P38398,Q99707,U,73,,,,
BRCA1,ANO10,P38398,Q9NW15,U,74,,,,
BRCA1,TRAF3IP3,P38398,Q9Y228,U,75,,,,
BRCA1,FERMT2,P38398,Q96AC1,U,76,,,,
BRCA1,DELE1,P38398,Q14154,U,77,,,,
BRCA1,GABRA3,P38398,P34903,U,78,,,,
BRCA1,DRD1,P38398,P21728,U,79,,,,
BRCA1,URI1,P38398,O94763,U,80,,,,
BRCA1,DNAJC3,P38398,Q13217,U,81,,,,
BRCA1,SLC26A9,P38398,Q7LBE3,U,82,,,,
BRCA1,TACR3,P38398,P29371,U,83,,,,
BRCA1,TOPBP1,P38398,Q92547,U,84,,,,
BRCA1,LCOR,P38398,Q96JN0,U,85,,,,
BRCA1,KLHL21,P38398,Q9UJP4,U,86,,,,
BRCA1,DCAF11,P38398,Q8TEB1,U,87,,,,
BRCA1,LEMD3,P38398,Q9Y2U8,U,88,,,,
BRCA1,EDC4,P38398,Q6P2E9,U,89,,,,
BRCA1,ZC3H6,P38398,P61129,U,90,,,,
BRCA1,DNAAF3,P38398,Q8N9W5,U,91,,,,
BRCA1,TMEM102,P38398,Q8N9M5,U,92,,,,
BRCA1,EIF2A,P38398,Q9BY44,U,93,,,,
BRCA1,RNF25,P38398,Q96BH1,U,94,,,,
BRCA1,CYP2E1,P38398,P05181,U,95,,,,
BRCA1,A2ML1,P38398,A8K2U0,U,96,,,,
BRCA1,SP2,P38398,Q02086,U,97,,,,
BRCA1,GOPC,P38398,Q9HD26,U,98,,,,
BRCA1,MMP23B,P38398,O75900,U,99,,,,
BRCA1,SPPL2A,P38398,Q8TCT8,U,100,,,,
BRCA1,CHRM5,P38398,P08912,U,101,,,,
BRCA1,NMT1,P38398,P30419,U,102,,,,
BRCA1,UGT2B11,P38398,O75310,U,103,,,,
BRCA1,SRPK2,P38398,P78362,U,104,,,,
BRCA1,LPIN2,P38398,Q92539,U,105,,,,
BRCA1,CUL2,P38398,Q13617,U,106,,,,
BRCA1,UBA7,P38398,P41226,U,107,,,,
BRCA1,AHRR,P38398,A9YTQ3,U,108,,,,
BRCA1,CHAMP1,P38398,Q96JM3,U,109,,,,
BRCA1,MED24,P38398,O75448,U,110,,,,
BRCA1,POU6F1,P38398,Q14863,U,111,,,,
BRCA1,PHF20L1,P38398,A8MW92,U,112,,,,
BRCA1,TGS1,P38398,Q96RS0,U,113,,,,
BRCA1,ZBED1,P38398,O96006,U,114,,,,
BRCA1,ZXDA,P38398,P98168,U,115,,,,
BRCA1,SF3B2,P38398,Q13435,U,116,,,,
BRCA1,ZRANB3,P38398,Q5FWF4,U,117,,,,
BRCA1,PPARGC1A,P38398,Q9UBK2,U,118,,,,
BRCA1,TNKS2,P38398,Q9H2K2,U,119,,,,
BRCA1,DDX41,P38398,Q9UJV9,U,120,,,,
BRCA1,GEN1,P38398,Q17RS7,U,121,,,,
BRCA1,DCAF6,P38398,Q58WW2,U,122,,,,
BRCA1,MORC2,P38398,Q9Y6X9,U,123,,,,
BRCA1,TAF1C,P38398,Q15572,U,124,,,,
BRCA1,WRN,P38398,Q14191,U,125,,,,
BRCA1,ZNF28,P38398,P17035,U,126,,,,
BRCA1,ZNF84,P38398,P51523,U,127,,,,
BRCA1,ZFP37,P38398,Q9Y6Q3,U,128,,,,
BRCA1,IPO11,P38398,Q9UI26,U,129,,,,
BRCA1,ZC3H11A,P38398,O75152,U,130,,,,
BRCA1,SMC2,P38398,O95347,U,131,,,,
BRCA1,NR4A3,P38398,Q92570,U,132,,,,
BRCA1,MAML3,P38398,Q96JK9,U,133,,,,
BRCA1,MYO1C,P38398,O00159,U,134,,,,
BRCA1,LMNA,P38398,P02545,U,135,,,,
BRCA1,PHF20,P38398,Q9BVI0,U,136,,,,
BRCA1,GCFC2,P38398,P16383,U,137,,,,
BRCA1,ATN1,P38398,P54259,U,138,,,,
BRCA1,PPP1R26,P38398,Q5T8A7,U,139,,,,
BRCA1,DACT1,P38398,Q9NYF0,U,140,,,,
BRCA1,ECT2,P38398,Q9H8V3,U,141,,,,
BRCA1,THOC5,P38398,Q13769,U,142,,,,
BRCA1,DGKI,P38398,O75912,U,143,,,,
BRCA1,RAD54L,P38398,Q92698,U,144,,,,
BRCA1,KANSL1,P38398,Q7Z3B3,U,145,,,,
BRCA1,BTK,P38398,Q06187,U,146,,,,
BRCA1,SAGE1,P38398,Q9NXZ1,U,147,,,,
BRCA1,JAK2,P38398,O60674,U,148,,,,
BRCA1,UBA1,P38398,P22314,U,149,,,,
BRCA1,STAG1,P38398,Q8WVM7,U,150,,,,
BRCA1,PRKCE,P38398,Q02156,U,151,,,,
BRCA1,PLCZ1,P38398,Q86YW0,U,152,,,,
BRCA1,INTS9,P38398,Q9NV88,U,153,,,,
BRCA1,GRN,P38398,P28799,U,154,,,,
BRCA1,KLHL40,P38398,Q2TBA0,U,155,,,,
BRCA1,CIZ1,P38398,Q9ULV3,U,156,,,,
BRCA1,CTDP1,P38398,Q9Y5B0,U,157,,,,
BRCA1,ZSCAN12,P38398,O43309,U,158,,,,
BRCA1,WDR44,P38398,Q5JSH3,U,159,,,,
BRCA1,HELQ,P38398,Q8TDG4,U,160,,,,
BRCA1,PCDHA11,P38398,Q9Y5I1,U,161,,,,
BRCA1,RESF1,P38398,Q9HCM1,U,162,,,,
BRCA1,KIAA0408,P38398,Q6ZU52,U,163,,,,
BRCA1,SF3B3,P38398,Q15393,U,164,,,,
BRCA1,FRMPD2,P38398,Q68DX3,U,165,,,,
BRCA1,KLHL14,P38398,Q9P2G3,U,166,,,,
BRCA1,NOP56,P38398,O00567,U,167,,,,
BRCA1,PPIP5K2,P38398,O43314,U,168,,,,
BRCA1,ARFGEF3,P38398,Q5TH69,U,169,,,,
BRCA1,BRME1,P38398,Q0VDD7,U,170,,,,
BRCA1,PXDN,P38398,Q92626,U,171,,,,
BRCA1,FER1L6,P38398,Q2WGJ9,U,172,,,,
BRCA1,ABCE1,P38398,P61221,U,173,,,,
BRCA1,KLHL8,P38398,Q9P2G9,U,174,,,,
BRCA1,SCN10A,P38398,Q9Y5Y9,U,175,,,,
BRCA1,SLC9A2,P38398,Q9UBY0,U,176,,,,
BRCA1,LRCH3,P38398,Q96II8,U,177,,,,
BRCA1,EXOSC10,P38398,Q01780,U,178,,,,
BRCA1,GOLGA6L2,P38398,Q8N9W4,U,179,,,,
BRCA1,KIAA1217,P38398,Q5T5P2,U,180,,,,
BRCA1,LRRC7,P38398,Q96NW7,U,181,,,,
BRCA1,KIAA0586,P38398,Q9BVV6,U,182,,,,
BRCA1,TTLL6,P38398,Q8N841,U,183,,,,
BRCA1,OTUD7B,P38398,Q6GQQ9,U,184,,,,
BRCA1,ABCC4,P38398,O15439,U,185,,,,
BRCA1,SIK1,P38398,P57059,U,186,,,,
BRCA1,SLC4A2,P38398,P04920,U,187,,,,
BRCA1,RABGAP1L,P38398,Q5R372,U,188,,,,
BRCA1,MS4A14,P38398,Q96JA4,U,189,,,,
BRCA1,UBE4A,P38398,Q14139,U,190,,,,
BRCA1,ADAMTSL2,P38398,Q86TH1,U,191,,,,
BRCA1,TDRD5,P38398,Q8NAT2,U,192,,,,
BRCA1,PARP14,P38398,Q460N5,U,193,,,,
BRCA1,ZNF516,P38398,Q92618,U,194,,,,
BRCA1,MYO18A,P38398,Q92614,U,195,,,,
BRCA1,TAOK3,P38398,Q9H2K8,U,196,,,,
BRCA1,ARHGAP30,P38398,Q7Z6I6,U,197,,,,
BRCA1,CFAP20DC,P38398,Q6ZVT6,U,198,,,,
BRCA1,DAAM2,P38398,Q86T65,U,199,,,,
BRCA1,TMEM94,P38398,Q12767,U,200,,,,
BRCA1,NOL4,P38398,O94818,U,201,,,,
BRCA1,RPTOR,P38398,Q8N122,U,202,,,,
BRCA1,ZNF224,P38398,Q9NZL3,U,203,,,,
BRCA1,ANLN,P38398,Q9NQW6,U,204,,,,
BRCA1,NUP205,P38398,Q92621,U,205,,,,
BRCA1,XPO7,P38398,Q9UIA9,U,206,,,,
BRCA1,ZNF473,P38398,Q8WTR7,U,207,,,,
BRCA1,CC2D1B,P38398,Q5T0F9,U,208,,,,
BRCA1,ZMYM1,P38398,Q5SVZ6,U,209,,,,
BRCA1,POLR2B,P38398,P30876,U,210,,,,
BRCA1,ZNF555,P38398,Q8NEP9,U,211,,,,
BRCA1,AHR,P38398,P35869,U,212,,,,
BRCA1,ZNF337,P38398,Q9Y3M9,U,213,,,,
BRCA1,CTNND1,P38398,O60716,U,214,,,,
BRCA1,POLR2A,P38398,P24928,U,215,,,,
BRCA1,BOP1,P38398,Q14137,U,216,,,,
BRCA1,ZFPM1,P38398,Q8IX07,U,217,,,,
BRCA1,YTHDC1,P38398,Q96MU7,U,218,,,,
BRCA1,ZNF595,P38398,Q8IYB9,U,219,,,,
BRCA1,NOL9,P38398,Q5SY16,U,220,,,,
BRCA1,NLRP6,P38398,P59044,U,221,,,,
BRCA1,FMN2,P38398,Q9NZ56,U,222,,,,
BRCA1,NUP188,P38398,Q5SRE5,U,223,,,,
BRCA1,ARMC8,P38398,Q8IUR7,U,224,,,,
BRCA1,ILF3,P38398,Q12906,U,225,,,,
BRCA1,TSR1,P38398,Q2NL82,U,226,,,,
BRCA1,DGCR8,P38398,Q8WYQ5,U,227,,,,
BRCA1,MICAL2,P38398,O94851,U,228,,,,
BRCA1,SAMD11,P38398,Q96NU1,U,229,,,,
BRCA1,PPP6R3,P38398,Q5H9R7,U,230,,,,
BRCA1,UBR2,P38398,Q8IWV8,U,231,,,,
BRCA1,PPP4R3B,P38398,Q5MIZ7,U,232,,,,
BRCA1,SIRT1,P38398,Q96EB6,U,233,,,,
BRCA1,EZH2,P38398,Q15910,U,234,,,,
BRCA1,FBXL19,P38398,Q6PCT2,U,235,,,,
BRCA1,ZNF263,P38398,O14978,U,236,,,,
BRCA1,FGD2,P38398,Q7Z6J4,U,237,,,,
BRCA1,USP26,P38398,Q9BXU7,U,238,,,,
BRCA1,TPX2,P38398,Q9ULW0,U,239,,,,
BRCA1,ZNF341,P38398,Q9BYN7,U,240,,,,
BRCA1,RFX4,P38398,Q33E94,U,241,,,,
BRCA1,RNF169,P38398,Q8NCN4,U,242,,,,
BRCA1,CTNNA1,P38398,P35221,U,243,,,,
BRCA1,DNMT3A,P38398,Q9Y6K1,U,244,,,,
BRCA1,MN1,P38398,Q10571,U,245,,,,
BRCA1,MED14,P38398,O60244,U,246,,,,
BRCA1,WWP1,P38398,Q9H0M0,U,247,,,,
BRCA1,DHX35,P38398,Q9H5Z1,U,248,,,,
BRCA1,RBM12,P38398,Q9NTZ6,U,249,,,,
BRCA1,NAT10,P38398,Q9H0A0,U,250,,,,
BRCA1,ROCK2,P38398,O75116,U,251,,,,
BRCA1,PLCB1,P38398,Q9NQ66,U,252,,,,
BRCA1,AGTPBP1,P38398,Q9UPW5,U,253,,,,
BRCA1,MLH3,P38398,Q9UHC1,U,254,,,,
BRCA1,ZNF534,P38398,Q76KX8,U,255,,,,
BRCA1,SFI1,P38398,A8K8P3,U,256,,,,
BRCA1,CTTNBP2NL,P38398,Q9P2B4,U,257,,,,
BRCA1,PRKCQ,P38398,Q04759,U,258,,,,
BRCA1,IREB2,P38398,P48200,U,259,,,,
BRCA1,RNF216,P38398,Q9NWF9,U,260,,,,
BRCA1,ZNF568,P38398,Q3ZCX4,U,261,,,,
BRCA1,LTBP1,P38398,Q14766,U,262,,,,
BRCA1,VWA5B2,P38398,Q8N398,U,263,,,,
BRCA1,EFHB,P38398,Q8N7U6,U,264,,,,
BRCA1,ATP8A2,P38398,Q9NTI2,U,265,,,,
