query_gene,partner_gene,partner_uniprot,model,candidate_set,score,rank_min,rank_max,rank_mid,panel_size,top5_fractional_credit,top10_fractional_credit,top20_fractional_credit
BECN1,ATG14,Q6ZNE5,tuna_retrained,background,-3.2622700929641724,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_retrained,background,-4.638746500015259,2,2,2.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_retrained,background,-10.041807492574057,82,82,82.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_retrained,low_plausibility,-3.2622700929641724,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_retrained,low_plausibility,-4.638746500015259,2,2,2.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_retrained,low_plausibility,-10.041807492574057,63,63,63.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_retrained,context_background,-3.2622700929641724,1,1,1.0,303,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_retrained,context_background,-4.638746500015259,4,4,4.0,303,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_retrained,context_background,-10.041807492574057,142,142,142.0,303,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_retrained,all_U,-3.2622700929641724,1,1,1.0,453,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_retrained,all_U,-4.638746500015259,4,4,4.0,453,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_retrained,all_U,-10.041807492574057,202,202,202.0,453,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_original,context,0.7467822432518005,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_original,context,0.7162140011787415,2,2,2.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_original,context,0.2831195592880249,87,87,87.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_original,background,0.7467822432518005,2,2,2.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_original,background,0.7162140011787415,5,5,5.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_original,background,0.2831195592880249,103,103,103.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_original,low_plausibility,0.7467822432518005,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_original,low_plausibility,0.7162140011787415,2,2,2.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_original,low_plausibility,0.2831195592880249,88,88,88.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_original,context_background,0.7467822432518005,2,2,2.0,303,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_original,context_background,0.7162140011787415,5,5,5.0,303,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_original,context_background,0.2831195592880249,187,187,187.0,303,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_original,all_U,0.7467822432518005,2,2,2.0,453,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_original,all_U,0.7162140011787415,5,5,5.0,453,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_original,all_U,0.2831195592880249,272,272,272.0,453,0.0,0.0,0.0
