row_index,query_gene,query_uniprot,partner_gene,partner_uniprot,class,train_17k_P_sequence,train_17k_P_accession,train_17k_P,train_31k_P_sequence,train_31k_P_accession,train_31k_P,train_U_pool_sequence,train_U_pool_accession,train_U_pool,selection_dev_legacy_P_sequence,selection_dev_legacy_P_accession,selection_dev_legacy_P,selection_dev_legacy_U_sequence,selection_dev_legacy_U_accession,selection_dev_legacy_U,selection_dev_added_P_sequence,selection_dev_added_P_accession,selection_dev_added_P,selection_dev_added_U_sequence,selection_dev_added_U_accession,selection_dev_added_U,newly_added_train_P,selected_31k_prior_pair
4605,CTNNB1,P35222,LTBP1,Q14766,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4606,CTNNB1,P35222,PITRM1,Q5JRX3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4607,CTNNB1,P35222,THSD4,Q6ZMP0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4608,CTNNB1,P35222,ADAMTS13,Q76LX8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4609,CTNNB1,P35222,FASTKD5,Q7L8L6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4610,CTNNB1,P35222,LONP2,Q86WA8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4611,CTNNB1,P35222,CILP2,Q8IUL8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4612,CTNNB1,P35222,SULF1,Q8IWU6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4613,CTNNB1,P35222,LTBP4,Q8N2S1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4614,CTNNB1,P35222,ADAMTSL1,Q8N6G6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4615,CTNNB1,P35222,CIROZ,Q8N9H9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4616,CTNNB1,P35222,SNED1,Q8TER0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4617,CTNNB1,P35222,PRG4,Q92954,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4618,CTNNB1,P35222,TBRG4,Q969Z0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4619,CTNNB1,P35222,ERO1A,Q96HE7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4620,CTNNB1,P35222,ADAMTS10,Q9H324,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4621,CTNNB1,P35222,MMRN2,Q9H8L6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4622,CTNNB1,P35222,MCCC2,Q9HCC0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4623,CTNNB1,P35222,SCUBE2,Q9NQ36,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4624,CTNNB1,P35222,CRTAC1,Q9NQ79,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4625,CTNNB1,P35222,LTBP3,Q9NS15,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4626,CTNNB1,P35222,UGGT2,Q9NYU1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4627,CTNNB1,P35222,ADAMTS5,Q9UNA0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4628,CTNNB1,P35222,TNN,Q9UQP3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4629,CTNNB1,P35222,CPQ,Q9Y646,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4630,CTNNB1,P35222,EMILIN1,Q9Y6C2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4631,CTNNB1,P35222,GREP1,A0A0J9YXV3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4632,CTNNB1,P35222,CLEC18A,A5D8T8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4633,CTNNB1,P35222,ANGPT2,O15123,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4634,CTNNB1,P35222,COCH,O43405,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4635,CTNNB1,P35222,TIMM44,O43615,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4636,CTNNB1,P35222,ENTPD5,O75356,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4637,CTNNB1,P35222,PMPCB,O75439,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4638,CTNNB1,P35222,CRLF1,O75462,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4639,CTNNB1,P35222,OTC,P00480,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4640,CTNNB1,P35222,PLAU,P00749,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4641,CTNNB1,P35222,FGG,P02679,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4642,CTNNB1,P35222,BCHE,P06276,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4643,CTNNB1,P35222,INHBA,P08476,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4644,CTNNB1,P35222,F7,P08709,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4645,CTNNB1,P35222,ACAA1,P09110,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4646,CTNNB1,P35222,SPP1,P10451,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4647,CTNNB1,P35222,ETFA,P13804,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4648,CTNNB1,P35222,PNLIP,P16233,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4649,CTNNB1,P35222,CFP,P27918,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4650,CTNNB1,P35222,LRPAP1,P30533,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4651,CTNNB1,P35222,MDH2,P40926,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4652,CTNNB1,P35222,MMP13,P45452,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4653,CTNNB1,P35222,LOXL1,Q08397,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4654,CTNNB1,P35222,HYAL1,Q12794,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4655,CTNNB1,P35222,ANGPT1,Q15389,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4656,CTNNB1,P35222,CEACAM16,Q2WEN9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4657,CTNNB1,P35222,PKDCC,Q504Y2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4658,CTNNB1,P35222,ARSI,Q5FYB1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4659,CTNNB1,P35222,MRM1,Q6IN84,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4660,CTNNB1,P35222,PI16,Q6UXB8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4661,CTNNB1,P35222,PYROXD2,Q8N2H3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4662,CTNNB1,P35222,CPA6,Q8N4T0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4663,CTNNB1,P35222,POGLUT1,Q8NBL1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4664,CTNNB1,P35222,PLBD2,Q8NHP8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4665,CTNNB1,P35222,HPSE2,Q8WWQ2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4666,CTNNB1,P35222,GGH,Q92820,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4667,CTNNB1,P35222,RCN3,Q96D15,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4668,CTNNB1,P35222,CNDP1,Q96KN2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4669,CTNNB1,P35222,FAM20A,Q96MK3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4670,CTNNB1,P35222,TEFM,Q96QE5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4671,CTNNB1,P35222,TINAGL1,Q9GZM7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4672,CTNNB1,P35222,SIL1,Q9H173,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4673,CTNNB1,P35222,MEPE,Q9NQ76,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4674,CTNNB1,P35222,OLFML3,Q9NRN5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4675,CTNNB1,P35222,TMLHE,Q9NVH6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4676,CTNNB1,P35222,ADA2,Q9NZK5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4677,CTNNB1,P35222,DNAJB11,Q9UBS4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4678,CTNNB1,P35222,WARS2,Q9UGM6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4679,CTNNB1,P35222,GDF2,Q9UK05,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4680,CTNNB1,P35222,LIPG,Q9Y5X9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4681,TNFRSF1A,P19438,TNF,P01375,P,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4682,TNFRSF1A,P19438,LTA,P01374,P,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4683,TNFRSF1A,P19438,TRADD,Q15628,P,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
4684,TNFRSF1A,P19438,TMPRSS11B,Q86T26,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4685,TNFRSF1A,P19438,MRAP,Q8TCY5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4686,TNFRSF1A,P19438,ORAI2,Q96SN7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4687,TNFRSF1A,P19438,HCAR3,P49019,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4688,TNFRSF1A,P19438,CD1A,P06126,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4689,TNFRSF1A,P19438,SYT7,O43581,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4690,TNFRSF1A,P19438,GPR35,Q9HC97,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4691,TNFRSF1A,P19438,IFNGR2,P38484,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4692,TNFRSF1A,P19438,CRTAM,O95727,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4693,TNFRSF1A,P19438,CD47,Q08722,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4694,TNFRSF1A,P19438,GPR25,O00155,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4695,TNFRSF1A,P19438,CCRL2,O00421,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4696,TNFRSF1A,P19438,CCR4,P51679,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4697,TNFRSF1A,P19438,TMEM88,Q6PEY1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4698,TNFRSF1A,P19438,RNF5,Q99942,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4699,TNFRSF1A,P19438,LPAR2,Q9HBW0,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4700,TNFRSF1A,P19438,LHFPL5,Q8TAF8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4701,TNFRSF1A,P19438,PTGIR,P43119,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4702,TNFRSF1A,P19438,OR1A1,Q9P1Q5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4703,TNFRSF1A,P19438,OLR1,P78380,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4704,TNFRSF1A,P19438,CFAP95,Q5VTT2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4705,TNFRSF1A,P19438,LILRA5,A6NI73,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4706,TNFRSF1A,P19438,KCNK12,Q9HB15,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4707,TNFRSF1A,P19438,TMPRSS11E,Q9UL52,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4708,TNFRSF1A,P19438,P2RX6,O15547,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4709,TNFRSF1A,P19438,LAMP2,P13473,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4710,TNFRSF1A,P19438,TNFSF10,P50591,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4711,TNFRSF1A,P19438,ORAI1,Q96D31,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4712,TNFRSF1A,P19438,KCNK16,Q96T55,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4713,TNFRSF1A,P19438,CHRM1,P11229,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4714,TNFRSF1A,P19438,PLVAP,Q9BX97,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4715,TNFRSF1A,P19438,CD3D,P04234,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4716,TNFRSF1A,P19438,GJD4,Q96KN9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4717,TNFRSF1A,P19438,SIGLEC6,O43699,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4718,TNFRSF1A,P19438,HLA-DRA,P01903,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4719,TNFRSF1A,P19438,SLC39A2,Q9NP94,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4720,TNFRSF1A,P19438,GSDMA,Q96QA5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4721,TNFRSF1A,P19438,MC1R,Q01726,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4722,TNFRSF1A,P19438,GJA3,Q9Y6H8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4723,TNFRSF1A,P19438,GPRC5A,Q8NFJ5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4724,TNFRSF1A,P19438,VIPR2,P41587,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4725,TNFRSF1A,P19438,CDC50B,Q3MIR4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4726,TNFRSF1A,P19438,UPK3B,Q9BT76,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4727,TNFRSF1A,P19438,TNFSF18,Q9UNG2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4728,TNFRSF1A,P19438,HCAR1,Q9BXC0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4729,TNFRSF1A,P19438,RELT,Q969Z4,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4730,TNFRSF1A,P19438,TRAC,P01848,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4731,TNFRSF1A,P19438,PTGER1,P34995,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4732,TNFRSF1A,P19438,IYD,Q6PHW0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4733,TNFRSF1A,P19438,EDA,Q92838,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4734,TNFRSF1A,P19438,ARL6IP6,Q8N6S5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4735,TNFRSF1A,P19438,DIRAS3,O95661,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4736,TNFRSF1A,P19438,TGOLN2,O43493,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4737,TNFRSF1A,P19438,ATG10,Q9H0Y0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4738,TNFRSF1A,P19438,C8orf74,Q6P047,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4739,TNFRSF1A,P19438,EFNB1,P98172,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4740,TNFRSF1A,P19438,BID,P55957,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4741,TNFRSF1A,P19438,FBXO36,Q8NEA4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4742,TNFRSF1A,P19438,MAGEB10,Q96LZ2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4743,TNFRSF1A,P19438,LIX1L,Q8IVB5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4744,TNFRSF1A,P19438,NR2F6,P10588,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4745,TNFRSF1A,P19438,ZNF747,Q9BV97,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4746,TNFRSF1A,P19438,PARL,Q9H300,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4747,TNFRSF1A,P19438,FA2H,Q7L5A8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4748,TNFRSF1A,P19438,ZNF593,O00488,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4749,TNFRSF1A,P19438,ATP5MC3,P48201,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4750,TNFRSF1A,P19438,DNAJC5B,Q9UF47,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4751,TNFRSF1A,P19438,UBXN6,Q9BZV1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4752,TNFRSF1A,P19438,TSPY1,Q01534,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4753,TNFRSF1A,P19438,MOB3C,Q70IA8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4754,TNFRSF1A,P19438,SNAPC2,Q13487,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4755,TNFRSF1A,P19438,SERPINB13,Q9UIV8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4756,TNFRSF1A,P19438,NDUFAF3,Q9BU61,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4757,TNFRSF1A,P19438,EIF4EBP1,Q13541,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4758,TNFRSF1A,P19438,ZDHHC3,Q9NYG2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4759,TNFRSF1A,P19438,GEMIN6,Q8WXD5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4760,TNFRSF1A,P19438,IGHV7-81,A0A0B4J1V7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4761,TNFRSF1A,P19438,PGAM4,Q8N0Y7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4762,TNFRSF1A,P19438,IFI35,P80217,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4763,TNFRSF1A,P19438,CLXN,Q9HAE3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4764,TNFRSF1A,P19438,TSEN15,Q8WW01,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4765,TNFRSF1A,P19438,SNAI2,O43623,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4766,TNFRSF1A,P19438,WBP1,Q96G27,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4767,TNFRSF1A,P19438,FCRLA,Q7L513,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4768,TNFRSF1A,P19438,DCTN6,O00399,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4769,TNFRSF1A,P19438,DAPK2,Q9UIK4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4770,TNFRSF1A,P19438,IGLV4-69,A0A075B6H9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4771,TNFRSF1A,P19438,TXNIP,Q9H3M7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4772,TNFRSF1A,P19438,PRSS35,Q8N3Z0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4773,TNFRSF1A,P19438,MACROD2,A1Z1Q3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4774,TNFRSF1A,P19438,HBB,P68871,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4775,TNFRSF1A,P19438,NEURL3,Q96EH8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4776,TNFRSF1A,P19438,C5orf52,A6NGY3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4777,TNFRSF1A,P19438,RFLNA,Q6ZTI6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4778,TNFRSF1A,P19438,TDP2,O95551,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4779,TNFRSF1A,P19438,ABT1,Q9ULW3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4780,TNFRSF1A,P19438,HCCS,P53701,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4781,TNFRSF1A,P19438,MRAP2,Q96G30,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4782,TNFRSF1A,P19438,P2RY11,Q96G91,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4783,TNFRSF1A,P19438,MMD2,Q8IY49,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4784,TNFRSF1A,P19438,IGHV3-64,A0A075B6Q5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4785,TNFRSF1A,P19438,FIBIN,Q8TAL6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
